OrderID,OrderDate,ShipDate,Region,Category,SubCategory,ProductName,CustomerName,Sales,Quantity,Discount,Profit,Year,Month,Profit %
ORD10398,6/11/23,6/17/23,East,Office Supplies,Paper,Paper Model 43,Customer 91,349.55,1,0.2,7.75,2023,Jun,2.22%
ORD10399,7/14/24,7/20/24,South,Furniture,Tables,Tables Model 37,Customer 179,137.13,3,0,25.15,2024,Jul,18.34%
ORD10400,8/5/23,8/7/23,South,Office Supplies,Binders,Binders Model 28,Customer 274,202.16,5,0.1,21.73,2023,Aug,10.75%
ORD10401,7/19/24,7/25/24,East,Furniture,Tables,Tables Model 4,Customer 170,206.28,5,0.3,3.04,2024,Jul,1.47%
ORD10402,9/16/23,9/22/23,Central,Office Supplies,Storage,Storage Model 31,Customer 71,195.85,5,0.2,11.72,2023,Sep,5.98%
ORD10403,11/3/22,11/10/22,West,Office Supplies,Storage,Storage Model 15,Customer 230,60.95,6,0,19.09,2022,Nov,31.32%
ORD10404,12/9/23,12/10/23,South,Furniture,Bookcases,Bookcases Model 24,Customer 272,150.13,5,0.1,-2.39,2023,Dec,-1.59%
ORD10405,9/4/22,9/9/22,West,Office Supplies,Paper,Paper Model 12,Customer 104,336.02,3,0,46.81,2022,Sep,13.93%
ORD10406,7/16/23,7/22/23,West,Furniture,Chairs,Chairs Model 34,Customer 129,260.17,3,0,31.74,2023,Jul,12.20%
ORD10407,12/28/23,1/1/24,East,Furniture,Bookcases,Bookcases Model 48,Customer 263,152.82,4,0,46.63,2023,Dec,30.51%
ORD10408,7/20/24,7/25/24,South,Technology,Phones,Phones Model 9,Customer 258,158.60,4,0,11.77,2024,Jul,7.42%
ORD10409,7/18/23,7/23/23,East,Technology,Phones,Phones Model 30,Customer 201,104.68,6,0.3,18.77,2023,Jul,17.93%
ORD10410,7/12/23,7/14/23,West,Furniture,Bookcases,Bookcases Model 24,Customer 30,275.59,4,0,63.26,2023,Jul,22.95%
ORD10411,2/19/23,2/21/23,West,Furniture,Tables,Tables Model 30,Customer 154,339.39,1,0,36.04,2023,Feb,10.62%
ORD10412,5/4/22,5/10/22,West,Furniture,Tables,Tables Model 37,Customer 59,165.58,1,0.3,7.6,2022,May,4.59%
ORD10413,7/28/24,8/3/24,East,Office Supplies,Binders,Binders Model 17,Customer 63,108.13,3,0.1,16.78,2024,Jul,15.52%
ORD10414,9/3/22,9/6/22,South,Technology,Machines,Machines Model 3,Customer 181,299.92,5,0.1,19.78,2022,Sep,6.60%
ORD10415,4/13/22,4/16/22,East,Technology,Accessories,Accessories Model 44,Customer 125,242.70,5,0,36.6,2022,Apr,15.08%
ORD10416,9/18/22,9/21/22,South,Furniture,Bookcases,Bookcases Model 8,Customer 11,145.77,4,0,10.99,2022,Sep,7.54%
ORD10417,5/15/23,5/16/23,Central,Furniture,Tables,Tables Model 44,Customer 195,206.80,2,0,32.45,2023,May,15.69%
ORD10418,5/6/24,5/8/24,South,Technology,Accessories,Accessories Model 1,Customer 13,190.70,5,0.1,19.91,2024,May,10.44%
ORD10419,12/17/22,12/19/22,East,Office Supplies,Storage,Storage Model 5,Customer 94,163.19,4,0,14.66,2022,Dec,8.98%
ORD10420,9/28/23,10/5/23,South,Technology,Machines,Machines Model 11,Customer 230,268.35,5,0.2,7.21,2023,Sep,2.69%
ORD10421,2/7/23,2/9/23,Central,Technology,Machines,Machines Model 34,Customer 111,213.36,1,0.1,1.42,2023,Feb,0.67%
ORD10422,11/15/22,11/17/22,West,Technology,Machines,Machines Model 24,Customer 240,241.00,1,0,36.87,2022,Nov,15.30%
ORD10423,12/6/22,12/11/22,East,Office Supplies,Paper,Paper Model 22,Customer 297,89.12,3,0.1,9.79,2022,Dec,10.99%
ORD10424,5/11/23,5/14/23,East,Furniture,Chairs,Chairs Model 41,Customer 75,206.95,2,0.2,7.24,2023,May,3.50%
ORD10425,1/15/24,1/21/24,East,Furniture,Tables,Tables Model 33,Customer 135,98.29,4,0.1,11.66,2024,Jan,11.86%
ORD10426,1/1/23,1/6/23,East,Technology,Machines,Machines Model 36,Customer 49,279.45,5,0,49.07,2023,Jan,17.56%
ORD10427,6/12/24,6/14/24,Central,Office Supplies,Storage,Storage Model 19,Customer 122,304.11,5,0,41.26,2024,Jun,13.57%
ORD10428,6/12/24,6/19/24,Central,Furniture,Bookcases,Bookcases Model 48,Customer 186,343.53,1,0.1,35.2,2024,Jun,10.25%
ORD10429,6/6/23,6/13/23,South,Technology,Phones,Phones Model 22,Customer 31,510.48,3,0.3,16.58,2023,Jun,3.25%
ORD10430,12/23/23,12/26/23,Central,Technology,Accessories,Accessories Model 16,Customer 121,413.18,4,0.3,11.4,2023,Dec,2.76%
ORD10431,12/24/22,12/26/22,South,Furniture,Chairs,Chairs Model 29,Customer 203,243.44,1,0.2,14.63,2022,Dec,6.01%
ORD10432,8/6/23,8/13/23,West,Office Supplies,Binders,Binders Model 20,Customer 158,172.20,5,0,22.15,2023,Aug,12.86%
ORD10433,9/16/22,9/22/22,East,Technology,Machines,Machines Model 13,Customer 299,169.26,6,0.1,-3.47,2022,Sep,-2.05%
ORD10434,8/4/24,8/5/24,Central,Technology,Phones,Phones Model 30,Customer 183,156.77,3,0.3,-0.46,2024,Aug,-0.29%
ORD10435,9/20/24,9/27/24,South,Technology,Accessories,Accessories Model 21,Customer 90,284.01,6,0,27.36,2024,Sep,9.63%
ORD10436,10/10/22,10/13/22,West,Technology,Phones,Phones Model 46,Customer 11,472.09,2,0.1,40.35,2022,Oct,8.55%
ORD10437,8/12/22,8/13/22,Central,Office Supplies,Paper,Paper Model 33,Customer 51,178.13,2,0.3,2.65,2022,Aug,1.49%
ORD10438,7/21/22,7/23/22,East,Technology,Phones,Phones Model 6,Customer 38,297.04,2,0.3,1.48,2022,Jul,0.50%
ORD10439,4/8/24,4/15/24,East,Technology,Accessories,Accessories Model 13,Customer 139,290.39,6,0,38.63,2024,Apr,13.30%
ORD10440,7/4/23,7/10/23,West,Furniture,Bookcases,Bookcases Model 21,Customer 168,140.93,3,0,16.01,2023,Jul,11.36%
ORD10441,6/7/24,6/13/24,Central,Furniture,Bookcases,Bookcases Model 12,Customer 30,323.94,4,0.2,6.36,2024,Jun,1.96%
ORD10442,6/3/24,6/7/24,Central,Furniture,Chairs,Chairs Model 50,Customer 254,122.61,6,0.3,-3.97,2024,Jun,-3.24%
ORD10443,9/5/23,9/9/23,Central,Office Supplies,Paper,Paper Model 37,Customer 161,226.36,1,0,39.89,2023,Sep,17.62%
ORD10444,2/27/22,3/3/22,West,Technology,Machines,Machines Model 6,Customer 10,245.96,6,0.1,35.69,2022,Feb,14.51%
ORD10445,6/9/22,6/11/22,Central,Furniture,Bookcases,Bookcases Model 28,Customer 177,257.02,1,0.1,33.48,2022,Jun,13.03%
ORD10446,7/6/23,7/12/23,Central,Technology,Machines,Machines Model 15,Customer 133,265.43,2,0.3,-17.39,2023,Jul,-6.55%
ORD10447,4/12/24,4/18/24,South,Office Supplies,Binders,Binders Model 36,Customer 143,98.48,6,0.1,2.5,2024,Apr,2.54%
ORD10448,1/6/23,1/11/23,East,Technology,Accessories,Accessories Model 36,Customer 244,94.70,2,0.1,18.8,2023,Jan,19.85%
ORD10449,4/13/22,4/19/22,South,Office Supplies,Binders,Binders Model 49,Customer 47,72.13,6,0,29.91,2022,Apr,41.47%
ORD10450,8/17/24,8/18/24,West,Technology,Phones,Phones Model 36,Customer 94,101.76,1,0,16.25,2024,Aug,15.97%
ORD10451,9/23/22,9/28/22,West,Office Supplies,Storage,Storage Model 34,Customer 15,466.41,2,0,74.06,2022,Sep,15.88%
ORD10452,12/26/22,1/2/23,West,Technology,Phones,Phones Model 41,Customer 177,480.38,4,0.2,19.97,2022,Dec,4.16%
ORD10453,7/11/24,7/18/24,East,Office Supplies,Paper,Paper Model 7,Customer 8,112.96,2,0.1,9.47,2024,Jul,8.38%
ORD10454,3/9/22,3/16/22,East,Technology,Accessories,Accessories Model 15,Customer 289,268.96,6,0.1,28.51,2022,Mar,10.60%
ORD10455,1/21/23,1/25/23,East,Office Supplies,Storage,Storage Model 17,Customer 11,228.61,6,0,41.6,2023,Jan,18.20%
ORD10456,9/26/22,10/2/22,West,Office Supplies,Binders,Binders Model 21,Customer 218,261.51,2,0.1,29.28,2022,Sep,11.20%
ORD10457,10/21/23,10/24/23,West,Office Supplies,Paper,Paper Model 31,Customer 137,371.19,2,0.3,1.18,2023,Oct,0.32%
ORD10458,9/4/24,9/11/24,Central,Furniture,Tables,Tables Model 1,Customer 249,183.98,3,0,13.66,2024,Sep,7.42%
ORD10459,6/12/24,6/14/24,South,Furniture,Tables,Tables Model 14,Customer 297,244.04,6,0.3,2.62,2024,Jun,1.07%
ORD10460,2/23/22,3/2/22,South,Furniture,Bookcases,Bookcases Model 12,Customer 223,144.62,3,0,29.14,2022,Feb,20.15%
ORD10461,6/3/24,6/5/24,West,Office Supplies,Storage,Storage Model 1,Customer 69,80.29,1,0,-12.83,2024,Jun,-15.98%
ORD10462,7/22/24,7/25/24,East,Furniture,Bookcases,Bookcases Model 49,Customer 87,142.46,6,0.1,-1.52,2024,Jul,-1.07%
ORD10463,4/21/23,4/27/23,South,Office Supplies,Binders,Binders Model 22,Customer 17,148.81,4,0.1,19.48,2023,Apr,13.09%
ORD10464,8/23/23,8/25/23,East,Furniture,Bookcases,Bookcases Model 9,Customer 259,118.45,6,0,30.47,2023,Aug,25.72%
ORD10465,9/2/23,9/4/23,East,Technology,Accessories,Accessories Model 4,Customer 163,141.63,6,0,1.13,2023,Sep,0.80%
ORD10466,3/8/22,3/9/22,South,Furniture,Tables,Tables Model 1,Customer 92,190.54,2,0.3,-9.54,2022,Mar,-5.01%
ORD10467,8/18/22,8/24/22,East,Technology,Phones,Phones Model 34,Customer 182,111.53,6,0.3,5.37,2022,Aug,4.81%
ORD10468,5/9/24,5/13/24,East,Furniture,Tables,Tables Model 18,Customer 91,273.67,2,0,51.26,2024,May,18.73%
ORD10469,1/16/22,1/19/22,East,Office Supplies,Binders,Binders Model 27,Customer 285,443.15,1,0,85.14,2022,Jan,19.21%
ORD10470,9/1/24,9/4/24,South,Office Supplies,Binders,Binders Model 35,Customer 145,209.62,3,0,26.29,2024,Sep,12.54%
ORD10471,7/16/23,7/19/23,South,Technology,Accessories,Accessories Model 28,Customer 163,89.09,6,0.1,-0.79,2023,Jul,-0.89%
ORD10472,7/7/23,7/11/23,South,Office Supplies,Binders,Binders Model 10,Customer 3,315.71,4,0.2,12.5,2023,Jul,3.96%
ORD10473,9/2/22,9/7/22,South,Technology,Accessories,Accessories Model 16,Customer 102,108.11,6,0.3,6.94,2022,Sep,6.42%
ORD10474,11/11/23,11/12/23,South,Furniture,Bookcases,Bookcases Model 45,Customer 286,200.16,1,0,30.45,2023,Nov,15.21%
ORD10475,11/29/22,12/5/22,South,Technology,Accessories,Accessories Model 37,Customer 1,81.83,5,0.1,11.49,2022,Nov,14.04%
ORD10476,4/30/23,5/6/23,South,Technology,Accessories,Accessories Model 16,Customer 194,144.43,5,0.1,4.31,2023,Apr,2.98%
ORD10477,12/30/22,1/5/23,Central,Furniture,Tables,Tables Model 5,Customer 279,316.22,5,0.1,33.49,2022,Dec,10.59%
ORD10478,11/12/23,11/14/23,Central,Technology,Accessories,Accessories Model 34,Customer 245,343.78,3,0.2,8.33,2023,Nov,2.42%
ORD10479,8/8/23,8/10/23,West,Furniture,Chairs,Chairs Model 34,Customer 87,200.41,5,0.1,10.38,2023,Aug,5.18%
ORD10480,4/12/24,4/15/24,South,Furniture,Bookcases,Bookcases Model 12,Customer 23,238.85,2,0,23.47,2024,Apr,9.83%
ORD10481,11/26/22,11/30/22,West,Office Supplies,Paper,Paper Model 45,Customer 129,198.82,1,0.2,-3.46,2022,Nov,-1.74%
ORD10482,1/20/23,1/21/23,Central,Office Supplies,Paper,Paper Model 29,Customer 46,188.94,6,0.3,-6.05,2023,Jan,-3.20%
ORD10483,10/9/22,10/13/22,South,Office Supplies,Paper,Paper Model 41,Customer 245,57.97,6,0,15.49,2022,Oct,26.72%
ORD10484,1/19/24,1/26/24,West,Furniture,Bookcases,Bookcases Model 24,Customer 251,355.54,2,0,40.76,2024,Jan,11.46%
ORD10485,6/18/23,6/24/23,Central,Furniture,Bookcases,Bookcases Model 25,Customer 130,234.42,3,0.3,12.62,2023,Jun,5.38%
ORD10486,1/19/22,1/24/22,East,Furniture,Chairs,Chairs Model 38,Customer 92,199.72,5,0.1,4.45,2022,Jan,2.23%
ORD10487,11/10/22,11/16/22,West,Technology,Accessories,Accessories Model 17,Customer 225,110.40,3,0.1,15.27,2022,Nov,13.83%
ORD10488,4/4/22,4/9/22,West,Technology,Accessories,Accessories Model 28,Customer 149,271.18,1,0,46.15,2022,Apr,17.02%
ORD10489,9/25/23,10/2/23,South,Office Supplies,Binders,Binders Model 24,Customer 22,254.80,6,0.2,27.26,2023,Sep,10.70%
ORD10490,12/31/23,1/7/24,Central,Office Supplies,Paper,Paper Model 23,Customer 123,120.44,4,0.3,18.66,2023,Dec,15.49%
ORD10491,1/30/23,2/6/23,Central,Technology,Phones,Phones Model 5,Customer 105,329.23,5,0,50.41,2023,Jan,15.31%
ORD10492,12/4/22,12/11/22,South,Furniture,Chairs,Chairs Model 34,Customer 213,564.06,4,0.2,38.2,2022,Dec,6.77%
ORD10493,5/24/23,5/30/23,South,Furniture,Chairs,Chairs Model 30,Customer 224,135.40,5,0.3,27.59,2023,May,20.38%
ORD10494,3/1/23,3/5/23,South,Furniture,Chairs,Chairs Model 9,Customer 263,78.45,4,0.2,6.48,2023,Mar,8.26%
ORD10495,2/10/24,2/17/24,South,Furniture,Bookcases,Bookcases Model 35,Customer 21,422.49,2,0,68.05,2024,Feb,16.11%
ORD10496,8/5/24,8/11/24,South,Office Supplies,Storage,Storage Model 8,Customer 47,321.69,3,0.2,16.47,2024,Aug,5.12%
ORD10497,8/15/22,8/22/22,South,Furniture,Bookcases,Bookcases Model 6,Customer 111,541.24,1,0,72.23,2022,Aug,13.35%
ORD10498,8/1/23,8/5/23,South,Furniture,Bookcases,Bookcases Model 4,Customer 282,62.54,2,0.1,10.36,2023,Aug,16.57%
ORD10499,12/9/23,12/15/23,East,Office Supplies,Storage,Storage Model 41,Customer 75,202.01,2,0.2,-13.63,2023,Dec,-6.75%
ORD10500,11/25/22,11/28/22,Central,Furniture,Bookcases,Bookcases Model 34,Customer 135,237.26,1,0,34.17,2022,Nov,14.40%
ORD10501,3/30/22,4/2/22,South,Office Supplies,Paper,Paper Model 33,Customer 216,486.63,6,0.1,44.6,2022,Mar,9.17%
ORD10502,11/29/23,11/30/23,South,Office Supplies,Paper,Paper Model 35,Customer 132,365.26,2,0.2,-8.57,2023,Nov,-2.35%
ORD10503,11/9/22,11/11/22,Central,Furniture,Chairs,Chairs Model 30,Customer 251,86.58,2,0.3,2.75,2022,Nov,3.18%
ORD10504,12/28/23,1/2/24,South,Furniture,Tables,Tables Model 46,Customer 285,521.35,3,0,94.5,2023,Dec,18.13%
ORD10505,11/11/23,11/12/23,East,Technology,Accessories,Accessories Model 27,Customer 290,239.81,1,0.3,6.6,2023,Nov,2.75%
ORD10506,4/23/24,4/26/24,Central,Furniture,Tables,Tables Model 13,Customer 108,74.09,2,0.2,-1.6,2024,Apr,-2.16%
ORD10507,4/1/24,4/6/24,West,Technology,Accessories,Accessories Model 14,Customer 30,175.26,4,0.2,27.16,2024,Apr,15.50%
ORD10508,7/4/22,7/8/22,East,Technology,Phones,Phones Model 39,Customer 255,357.90,1,0,64.61,2022,Jul,18.05%
ORD10509,7/4/22,7/5/22,South,Technology,Machines,Machines Model 15,Customer 151,545.97,6,0,74.15,2022,Jul,13.58%
ORD10510,4/1/24,4/3/24,East,Technology,Phones,Phones Model 30,Customer 49,247.15,2,0,40.83,2024,Apr,16.52%
ORD10511,7/26/22,8/2/22,Central,Furniture,Chairs,Chairs Model 46,Customer 227,199.10,4,0,33.59,2022,Jul,16.87%
ORD10512,12/4/23,12/8/23,East,Furniture,Chairs,Chairs Model 11,Customer 229,230.54,6,0,28.43,2023,Dec,12.33%
ORD10513,10/28/22,11/4/22,West,Furniture,Bookcases,Bookcases Model 20,Customer 133,134.83,3,0.3,-6.74,2022,Oct,-5.00%
ORD10514,11/29/22,12/4/22,South,Furniture,Chairs,Chairs Model 3,Customer 168,268.95,6,0,50.68,2022,Nov,18.84%
ORD10515,1/25/23,1/27/23,East,Technology,Accessories,Accessories Model 13,Customer 238,195.60,2,0.3,0.46,2023,Jan,0.24%
ORD10516,6/2/22,6/8/22,East,Furniture,Tables,Tables Model 3,Customer 181,283.83,3,0.2,23.97,2022,Jun,8.45%
ORD10517,5/6/22,5/12/22,East,Furniture,Bookcases,Bookcases Model 19,Customer 251,224.15,5,0.3,-3.14,2022,May,-1.40%
ORD10518,12/23/22,12/24/22,Central,Office Supplies,Binders,Binders Model 20,Customer 299,39.88,2,0.2,-12.17,2022,Dec,-30.52%
ORD10519,7/8/23,7/15/23,Central,Furniture,Chairs,Chairs Model 50,Customer 117,161.69,2,0.2,-7.93,2023,Jul,-4.90%
ORD10520,8/16/23,8/19/23,East,Furniture,Bookcases,Bookcases Model 23,Customer 100,206.31,5,0,36.06,2023,Aug,17.48%
ORD10521,8/25/24,8/27/24,Central,Technology,Accessories,Accessories Model 23,Customer 231,243.48,1,0,23.34,2024,Aug,9.59%
ORD10522,5/8/23,5/10/23,East,Office Supplies,Storage,Storage Model 20,Customer 36,198.46,3,0,32.72,2023,May,16.49%
ORD10523,1/12/24,1/17/24,East,Office Supplies,Binders,Binders Model 11,Customer 202,331.48,6,0.3,15.88,2024,Jan,4.79%
ORD10524,4/18/23,4/19/23,East,Furniture,Chairs,Chairs Model 27,Customer 68,219.88,5,0.3,20.76,2023,Apr,9.44%
ORD10525,3/2/23,3/7/23,Central,Office Supplies,Binders,Binders Model 11,Customer 47,195.72,3,0,31.27,2023,Mar,15.98%
ORD10526,12/6/22,12/7/22,Central,Technology,Accessories,Accessories Model 7,Customer 55,563.03,3,0,92.97,2022,Dec,16.51%
ORD10527,6/19/24,6/21/24,East,Furniture,Chairs,Chairs Model 21,Customer 240,122.97,4,0.1,0.49,2024,Jun,0.40%
ORD10528,9/9/22,9/11/22,Central,Technology,Machines,Machines Model 24,Customer 102,88.18,1,0.3,5.8,2022,Sep,6.58%
ORD10529,10/18/22,10/22/22,West,Technology,Phones,Phones Model 7,Customer 8,134.88,2,0,22.51,2022,Oct,16.69%
ORD10530,4/19/22,4/20/22,West,Office Supplies,Storage,Storage Model 6,Customer 88,767.71,5,0,120.43,2022,Apr,15.69%
ORD10531,6/7/22,6/14/22,East,Office Supplies,Binders,Binders Model 19,Customer 292,56.93,4,0.2,-5.41,2022,Jun,-9.50%
ORD10532,6/30/24,7/1/24,West,Furniture,Bookcases,Bookcases Model 16,Customer 263,73.90,5,0,-8.31,2024,Jun,-11.24%
ORD10533,12/29/23,1/5/24,Central,Furniture,Chairs,Chairs Model 7,Customer 22,250.07,1,0.3,-3.75,2023,Dec,-1.50%
ORD10534,8/9/22,8/14/22,East,Technology,Phones,Phones Model 49,Customer 237,139.49,3,0.1,13.29,2022,Aug,9.53%
ORD10535,8/30/23,9/1/23,East,Furniture,Tables,Tables Model 6,Customer 126,427.75,4,0.2,29.51,2023,Aug,6.90%
ORD10536,6/1/22,6/7/22,Central,Technology,Machines,Machines Model 50,Customer 72,245.55,2,0,27.73,2022,Jun,11.29%
ORD10537,7/28/22,7/30/22,East,Furniture,Bookcases,Bookcases Model 31,Customer 20,241.07,3,0,53.48,2022,Jul,22.18%
ORD10538,5/25/23,5/30/23,West,Office Supplies,Binders,Binders Model 41,Customer 26,100.41,5,0,11.03,2023,May,10.98%
ORD10539,5/16/24,5/19/24,West,Office Supplies,Binders,Binders Model 32,Customer 255,302.39,6,0.1,19.13,2024,May,6.33%
ORD10540,5/19/22,5/22/22,West,Technology,Accessories,Accessories Model 28,Customer 198,168.10,1,0.2,4.66,2022,May,2.77%
ORD10541,4/24/24,4/30/24,East,Technology,Accessories,Accessories Model 5,Customer 130,303.15,6,0.3,0.77,2024,Apr,0.25%
ORD10542,2/8/24,2/15/24,South,Furniture,Chairs,Chairs Model 36,Customer 122,165.74,2,0.3,-5.41,2024,Feb,-3.26%
ORD10543,6/17/24,6/21/24,South,Technology,Machines,Machines Model 43,Customer 203,172.11,6,0,26.92,2024,Jun,15.64%
ORD10544,3/23/24,3/29/24,East,Technology,Accessories,Accessories Model 15,Customer 174,224.14,4,0.2,7.98,2024,Mar,3.56%
ORD10545,11/11/23,11/16/23,South,Office Supplies,Paper,Paper Model 39,Customer 9,205.89,1,0.1,19.65,2023,Nov,9.54%
ORD10546,8/31/24,9/1/24,Central,Office Supplies,Paper,Paper Model 30,Customer 75,136.17,4,0.3,2.55,2024,Aug,1.87%
ORD10547,12/10/22,12/15/22,South,Furniture,Chairs,Chairs Model 40,Customer 17,162.60,3,0.2,11.8,2022,Dec,7.26%
ORD10548,10/27/22,10/30/22,South,Furniture,Tables,Tables Model 43,Customer 276,42.69,2,0.2,1.24,2022,Oct,2.90%
ORD10549,4/6/24,4/8/24,South,Furniture,Chairs,Chairs Model 12,Customer 200,265.22,6,0,40.78,2024,Apr,15.38%
ORD10550,10/5/22,10/8/22,Central,Furniture,Tables,Tables Model 40,Customer 202,287.67,2,0,44.26,2022,Oct,15.39%
ORD10551,11/12/22,11/16/22,West,Office Supplies,Storage,Storage Model 26,Customer 270,182.89,5,0,36.58,2022,Nov,20.00%
ORD10552,1/10/22,1/11/22,Central,Furniture,Chairs,Chairs Model 48,Customer 181,335.56,2,0.2,-3.94,2022,Jan,-1.17%
ORD10553,11/24/23,11/25/23,West,Technology,Machines,Machines Model 49,Customer 130,472.92,5,0.2,19.59,2023,Nov,4.14%
ORD10554,11/14/23,11/18/23,South,Furniture,Bookcases,Bookcases Model 18,Customer 152,150.35,5,0.1,18.21,2023,Nov,12.11%
ORD10555,1/6/23,1/9/23,East,Technology,Machines,Machines Model 42,Customer 256,319.80,6,0.2,-6.71,2023,Jan,-2.10%
ORD10556,5/21/23,5/24/23,South,Technology,Phones,Phones Model 29,Customer 160,138.56,1,0,9.28,2023,May,6.70%
ORD10557,2/9/24,2/14/24,East,Furniture,Bookcases,Bookcases Model 21,Customer 248,265.45,5,0.2,13.28,2024,Feb,5.00%
ORD10558,5/21/22,5/22/22,East,Office Supplies,Binders,Binders Model 26,Customer 89,252.74,2,0.3,-1.48,2022,May,-0.59%
ORD10559,2/5/24,2/10/24,Central,Technology,Accessories,Accessories Model 50,Customer 279,212.67,6,0,33.33,2024,Feb,15.67%
ORD10560,1/27/22,1/31/22,South,Technology,Accessories,Accessories Model 32,Customer 185,186.17,6,0,16.46,2022,Jan,8.84%
ORD10561,12/9/23,12/12/23,East,Office Supplies,Binders,Binders Model 35,Customer 178,358.75,5,0.2,-10.29,2023,Dec,-2.87%
ORD10562,7/4/24,7/6/24,Central,Furniture,Bookcases,Bookcases Model 48,Customer 267,161.33,1,0,30.17,2024,Jul,18.70%
ORD10563,6/24/22,6/30/22,South,Office Supplies,Binders,Binders Model 50,Customer 185,71.19,5,0.1,13.54,2022,Jun,19.02%
ORD10564,9/12/24,9/18/24,West,Furniture,Tables,Tables Model 40,Customer 165,255.30,3,0.2,8.7,2024,Sep,3.41%
ORD10565,8/8/24,8/12/24,Central,Office Supplies,Binders,Binders Model 26,Customer 164,217.50,6,0.1,38.67,2024,Aug,17.78%
ORD10566,1/30/23,2/6/23,South,Office Supplies,Paper,Paper Model 33,Customer 210,254.09,1,0,30.84,2023,Jan,12.14%
ORD10567,10/15/23,10/17/23,South,Office Supplies,Binders,Binders Model 43,Customer 287,247.10,2,0.1,17.93,2023,Oct,7.26%
ORD10568,5/18/24,5/24/24,Central,Office Supplies,Binders,Binders Model 46,Customer 203,202.55,3,0.2,0.98,2024,May,0.48%
ORD10569,6/27/23,7/4/23,South,Office Supplies,Storage,Storage Model 50,Customer 7,44.87,1,0.1,6.54,2023,Jun,14.58%
ORD10570,2/12/22,2/17/22,Central,Technology,Machines,Machines Model 17,Customer 125,81.98,3,0.1,-1.59,2022,Feb,-1.94%
ORD10571,6/26/24,6/27/24,East,Technology,Phones,Phones Model 20,Customer 85,195.78,5,0.2,6.45,2024,Jun,3.29%
ORD10572,10/23/23,10/25/23,South,Technology,Machines,Machines Model 26,Customer 175,148.15,6,0,26.67,2023,Oct,18.00%
ORD10573,2/14/23,2/18/23,West,Office Supplies,Paper,Paper Model 35,Customer 267,243.26,3,0,29.04,2023,Feb,11.94%
ORD10574,2/28/23,3/6/23,East,Office Supplies,Binders,Binders Model 27,Customer 35,172.53,2,0.1,37.59,2023,Feb,21.79%
ORD10575,5/30/23,5/31/23,South,Technology,Machines,Machines Model 26,Customer 110,233.73,2,0.3,9.96,2023,May,4.26%
ORD10576,8/11/23,8/17/23,West,Office Supplies,Storage,Storage Model 43,Customer 123,75.14,2,0,3.53,2023,Aug,4.70%
ORD10577,5/28/23,5/29/23,Central,Office Supplies,Binders,Binders Model 9,Customer 197,138.88,6,0.2,22.45,2023,May,16.17%
ORD10578,9/20/23,9/23/23,Central,Technology,Phones,Phones Model 39,Customer 110,230.77,5,0.3,3.78,2023,Sep,1.64%
ORD10579,7/14/24,7/16/24,East,Office Supplies,Binders,Binders Model 24,Customer 12,95.77,3,0.3,-6.42,2024,Jul,-6.70%
ORD10580,12/18/23,12/23/23,East,Furniture,Chairs,Chairs Model 30,Customer 72,419.90,3,0,55.71,2023,Dec,13.27%
ORD10581,4/3/23,4/6/23,East,Technology,Phones,Phones Model 3,Customer 276,295.27,4,0.3,-7.55,2023,Apr,-2.56%
ORD10582,4/27/24,5/1/24,Central,Furniture,Tables,Tables Model 22,Customer 272,197.76,2,0.1,11.43,2024,Apr,5.78%
ORD10583,8/6/23,8/8/23,East,Furniture,Bookcases,Bookcases Model 15,Customer 89,247.23,2,0.1,42.63,2023,Aug,17.24%
ORD10584,1/30/22,2/6/22,East,Technology,Accessories,Accessories Model 41,Customer 141,186.39,4,0.1,20.43,2022,Jan,10.96%
ORD10585,1/12/24,1/13/24,South,Technology,Phones,Phones Model 15,Customer 29,222.51,4,0.2,2,2024,Jan,0.90%
ORD10586,4/3/24,4/6/24,East,Technology,Accessories,Accessories Model 42,Customer 245,408.19,6,0.1,37.57,2024,Apr,9.20%
ORD10587,8/13/23,8/15/23,South,Office Supplies,Paper,Paper Model 13,Customer 175,72.58,6,0.3,13.38,2023,Aug,18.43%
ORD10588,9/23/23,9/25/23,West,Furniture,Tables,Tables Model 5,Customer 265,167.18,2,0.1,20.2,2023,Sep,12.08%
ORD10589,1/17/22,1/21/22,Central,Furniture,Bookcases,Bookcases Model 13,Customer 287,159.02,6,0,29.04,2022,Jan,18.26%
ORD10590,2/13/24,2/19/24,East,Office Supplies,Storage,Storage Model 5,Customer 182,109.86,1,0.3,-2.14,2024,Feb,-1.95%
ORD10591,7/30/22,8/3/22,Central,Furniture,Bookcases,Bookcases Model 36,Customer 182,298.09,6,0.3,3.24,2022,Jul,1.09%
ORD10592,10/5/23,10/7/23,Central,Technology,Machines,Machines Model 7,Customer 23,116.50,3,0.1,31.68,2023,Oct,27.19%
ORD10593,1/28/24,1/30/24,South,Technology,Accessories,Accessories Model 50,Customer 53,321.22,4,0,46.07,2024,Jan,14.34%
ORD10594,12/18/22,12/19/22,East,Furniture,Tables,Tables Model 22,Customer 164,498.62,4,0.2,30.5,2022,Dec,6.12%
ORD10595,5/3/23,5/10/23,Central,Furniture,Chairs,Chairs Model 33,Customer 200,196.90,5,0.3,5.05,2023,May,2.56%
ORD10596,8/3/22,8/6/22,Central,Office Supplies,Storage,Storage Model 34,Customer 224,372.21,1,0,44.67,2022,Aug,12.00%
